d_real_loss,d_recon,d_fake,err_enc
-0.9113359451293945,0.4207867681980133,0.2676888406276703,0.1643579602241516
-0.894446611404419,0.25041958689689636,0.07977220416069031,0.15728239715099335
-0.5573514103889465,0.25021833181381226,0.11374608427286148,0.1722225844860077
-0.9608692526817322,0.1404016613960266,0.00794384814798832,0.1721009463071823
-0.9998412728309631,0.1615545153617859,0.1809369921684265,0.1779932826757431
-0.9908444881439209,0.18655619025230408,0.07709775120019913,0.16249880194664001
-0.999529242515564,0.15587911009788513,0.0985952690243721,0.16557618975639343
-0.9967379570007324,0.011246653273701668,0.017815997824072838,0.1127861887216568
-0.996734619140625,0.10315409302711487,0.09669679403305054,0.11543415486812592
-0.999291718006134,0.09779640287160873,0.11878523975610733,0.15887759625911713
-0.9987964630126953,0.049231745302677155,0.07857115566730499,0.11061014980077744
-0.9791805744171143,0.1862812340259552,0.1454785168170929,0.12035052478313446
-0.9932510256767273,0.12136560678482056,0.12658776342868805,0.09224610030651093
-0.9981616139411926,0.08916182816028595,0.07280571758747101,0.10948330163955688
-0.9987466335296631,0.27536147832870483,0.1480558216571808,0.10570691525936127
-0.9988365769386292,0.05071094259619713,0.1879238486289978,0.15051427483558655
-0.9993695616722107,0.10583972930908203,0.020495720207691193,0.1376686841249466
-0.9929977655410767,0.21204887330532074,0.19400347769260406,0.10030057281255722
-0.9932520389556885,0.21940501034259796,0.04944732412695885,0.11400254815816879
-0.999646782875061,0.09477467089891434,0.03454934060573578,0.1070462316274643
-0.994037926197052,0.12651950120925903,0.12095768004655838,0.109706349670887
-0.9966676831245422,0.0729590430855751,0.04408293589949608,0.11617668718099594
-0.9704416990280151,0.012197434902191162,0.015584807842969894,0.10045352578163147
-0.974094033241272,0.1258310228586197,0.09340754896402359,0.1012778952717781
-0.9876297116279602,0.033782362937927246,0.027381986379623413,0.10833637416362762
-0.9970859289169312,0.08110485970973969,0.07512050867080688,0.13190200924873352
-0.9987232089042664,0.006109897512942553,0.01345728524029255,0.11874072253704071
-0.9047181606292725,0.12082168459892273,0.06368938088417053,0.10924289375543594
-0.9979850053787231,0.29361093044281006,0.2393609583377838,0.10409232974052429
-0.994710385799408,0.05286872759461403,0.09947443753480911,0.09452909976243973
-0.9975004196166992,0.01818864420056343,0.0513959564268589,0.09404002130031586
-0.9990299344062805,0.04946412146091461,0.02424812689423561,0.1297558695077896
-0.9969180226325989,0.05178797245025635,0.03501077741384506,0.10227279365062714
-0.9943692088127136,0.021353788673877716,0.011133626103401184,0.09612111747264862
-0.9350037574768066,0.08159898221492767,0.08340837806463242,0.1079406812787056
-0.9969376921653748,0.012118949554860592,0.019027162343263626,0.10463232547044754
-0.999623715877533,0.0230579636991024,0.03139064088463783,0.10816345363855362
-0.9886995553970337,0.07626686990261078,0.14820510149002075,0.10154294222593307
-0.9979021549224854,0.08997318893671036,0.08339245617389679,0.09292183816432953
-0.9755973815917969,0.13778018951416016,0.1602136343717575,0.15496386587619781
-0.9856847524642944,0.04111132025718689,0.05055923014879227,0.09980040043592453
-0.9988456964492798,0.20809027552604675,0.17978978157043457,0.1080707311630249
-0.965351939201355,0.12300661206245422,0.14777806401252747,0.10482039302587509
-0.9964534044265747,0.012109191156923771,0.05408759042620659,0.10714288800954819
-0.9964300990104675,0.07145962119102478,0.020175611600279808,0.07763148099184036
-0.9994720220565796,0.0330091193318367,0.06841960549354553,0.09376667439937592
-0.9970353841781616,0.03868433088064194,0.05271580070257187,0.08957414329051971
-0.9990846514701843,0.04517639800906181,0.030733603984117508,0.11507304757833481
-0.9988523721694946,0.0068946038372814655,0.00362468627281487,0.10475808382034302
-0.9903777241706848,0.026586150750517845,0.18140029907226562,0.0925614982843399
-0.986472487449646,0.03909086436033249,0.10617546737194061,0.08987155556678772
-0.9956963062286377,0.13351456820964813,0.13157153129577637,0.08289647102355957
-0.9990232586860657,0.01713590696454048,0.04772161692380905,0.11010406166315079
-0.9989700317382812,0.05609238147735596,0.03318661451339722,0.11500158905982971
-0.9979802370071411,0.08534235507249832,0.1300836205482483,0.11424258351325989
-0.9968312382698059,0.09062406420707703,0.07833193242549896,0.10506504774093628
-0.9959113001823425,0.04511486738920212,0.022884024307131767,0.08366480469703674
-0.9901620149612427,0.02147819474339485,0.1542726308107376,0.10787633061408997
-0.9614570736885071,0.1427585631608963,0.04405621439218521,0.11774087697267532
-0.9962939023971558,0.0368119552731514,0.015881715342402458,0.10934051871299744
-0.9973577260971069,0.04460248351097107,0.08069846779108047,0.10005483776330948
-0.992567777633667,0.04417530074715614,0.0344710648059845,0.08456607162952423
-0.9982693195343018,0.08102897554636002,0.09414371848106384,0.14438071846961975
-0.9972121715545654,0.1467670500278473,0.07304061949253082,0.09038539230823517
-0.9966319799423218,0.013599330559372902,0.051176510751247406,0.12335251271724701
-0.9864524602890015,0.097629614174366,0.11197251081466675,0.09947666525840759
-0.9978711009025574,0.03748328238725662,0.020343352109193802,0.09927801042795181
-0.9958334565162659,0.019518263638019562,0.02471150830388069,0.10104440152645111
-0.9973647594451904,0.0679616779088974,0.07695309817790985,0.11301608383655548
-0.9684357643127441,0.1255020797252655,0.07959730923175812,0.10061992704868317
-0.9983631372451782,0.09917915612459183,0.14447836577892303,0.11681359261274338
-0.9988544583320618,0.04246789216995239,0.01994241029024124,0.10425258427858353
-0.9921767711639404,0.04438033327460289,0.0447600893676281,0.09630357474088669
-0.9974764585494995,0.011286674067378044,0.00730034988373518,0.08710489422082901
-0.9971272945404053,0.02083652839064598,0.03809710219502449,0.10377158224582672
-0.999285101890564,0.1633853316307068,0.18105638027191162,0.10886099934577942
-0.9972711801528931,0.03265756741166115,0.20656979084014893,0.0831814706325531
-0.9993076324462891,0.0153187932446599,0.026182003319263458,0.10976561903953552
-0.9984100461006165,0.011485391296446323,0.0034312796778976917,0.08573029935359955
-0.9927148222923279,0.04463333636522293,0.0632304772734642,0.10569232702255249
-0.9995810389518738,0.036315303295850754,0.0760003924369812,0.10228162258863449
-0.9988559484481812,0.02120116725564003,0.012606033124029636,0.1345597505569458
-0.9994560480117798,0.003206920111551881,0.002826186129823327,0.09103452414274216
-0.999582827091217,0.05899590998888016,0.05988176539540291,0.12311986833810806
-0.9985066652297974,0.15318556129932404,0.15044604241847992,0.10267749428749084
-0.9996553063392639,0.04904511198401451,0.06788663566112518,0.12976856529712677
-0.9992711544036865,0.0966251939535141,0.12923844158649445,0.09422117471694946
-0.9929493069648743,0.045402128249406815,0.08712596446275711,0.120713971555233
-0.99912029504776,0.014030184596776962,0.08142784237861633,0.09882242977619171
-0.9995883703231812,0.07043414562940598,0.26225751638412476,0.0839032381772995
-0.9944596290588379,0.040453534573316574,0.02440670132637024,0.09345387667417526
-0.9990956783294678,0.13930988311767578,0.08061104267835617,0.10136795789003372
-0.9977121353149414,0.06427900493144989,0.11032256484031677,0.11618910729885101
-0.9240078926086426,0.046353887766599655,0.059110529720783234,0.08347295969724655
-0.9962117671966553,0.11786577850580215,0.04024387523531914,0.09057441353797913
-0.9385330080986023,0.04408276453614235,0.12482573091983795,0.10449712723493576
-0.9950388073921204,0.051210589706897736,0.020781448110938072,0.0935932993888855
-0.9954885840415955,0.051645293831825256,0.046724751591682434,0.10029900819063187
-0.9995266199111938,0.02373332530260086,0.10621801018714905,0.0851975604891777
